Activity Class,District,Representative Station,OSM Type,OSM ID,Building Name,Roof Shape,Roof Angle,Footprint m2,Type Tags,OSM URL
Retail: Department store,England SE and Central S,London,way,460423860,Holy Hounds,gambrel,,34.1,building=retail; shop=pet_grooming,https://www.openstreetmap.org/way/460423860
Retail: Department store,England SE and Central S,London,way,460423861,Stylist On The Sheen,gambrel,,39.4,building=retail; shop=hairdresser,https://www.openstreetmap.org/way/460423861
Retail: Department store,England SE and Central S,London,way,460617074,Sheen Green,gabled,,105.9,building=retail,https://www.openstreetmap.org/way/460617074
Retail: Department store,England SE and Central S,London,way,460617075,,gabled,,65.4,building=retail,https://www.openstreetmap.org/way/460617075
Retail: Department store,England SE and Central S,London,way,460627141,East Sheen Post Office,gabled,,84.8,building=retail; amenity=post_office,https://www.openstreetmap.org/way/460627141
Retail: Department store,England SE and Central S,London,way,460832692,Sheen Kitchens and Interiors,gabled,,87.7,building=retail; shop=kitchen,https://www.openstreetmap.org/way/460832692
Retail: Department store,England SE and Central S,London,way,460832693,Jenny’s Barbers Shop,gabled,,37.8,building=retail; shop=hairdresser,https://www.openstreetmap.org/way/460832693
Retail: Department store,England SE and Central S,London,way,461368940,,flat,,607.3,building=retail,https://www.openstreetmap.org/way/461368940
Retail: Department store,England SE and Central S,London,way,461410219,Biothecare Estetica,flat,,117.4,building=retail,https://www.openstreetmap.org/way/461410219
Retail: Department store,England SE and Central S,London,way,461431054,Cavan Bakery,gabled,,86.9,building=retail; shop=bakery,https://www.openstreetmap.org/way/461431054
Retail: Department store,England SE and Central S,London,way,462755412,Poppy's - Funeral Directors,hipped,,62.3,building=retail; shop=funeral_directors,https://www.openstreetmap.org/way/462755412
Retail: Department store,England SE and Central S,London,way,462766569,Blink Optics,gabled,,38.1,building=retail; shop=optician,https://www.openstreetmap.org/way/462766569
Retail: Department store,England SE and Central S,London,way,462766570,Harvey Jones,gabled,,88.7,building=retail; shop=kitchen,https://www.openstreetmap.org/way/462766570
Retail: Department store,England SE and Central S,London,way,462829794,Bella del Gelato,gabled,,94.4,building=retail; amenity=ice_cream,https://www.openstreetmap.org/way/462829794
Retail: Department store,England SE and Central S,London,way,462829795,MV Academy of Performing Arts,gabled,,106.4,building=retail; amenity=dancing_school,https://www.openstreetmap.org/way/462829795
Retail: Department store,England SE and Central S,London,way,462829796,Sushi Ya Express,gabled,,110.5,building=retail; amenity=restaurant,https://www.openstreetmap.org/way/462829796
Retail: Department store,England SE and Central S,London,way,462829797,Villa Rosa,gabled,,70.0,building=retail; shop=deli,https://www.openstreetmap.org/way/462829797
Retail: Department store,England SE and Central S,London,way,462829802,Du Cane,gabled,,80.9,building=retail; shop=dry_cleaning,https://www.openstreetmap.org/way/462829802
Retail: Department store,England SE and Central S,London,way,462829803,Artisan,gabled,,61.3,building=retail; amenity=cafe,https://www.openstreetmap.org/way/462829803
Retail: Department store,England SE and Central S,London,way,462829804,,gabled,,58.0,building=retail,https://www.openstreetmap.org/way/462829804
Retail: Department store,England SE and Central S,London,way,462837332,Ragu,gabled,,70.7,building=retail; amenity=restaurant,https://www.openstreetmap.org/way/462837332
Retail: Department store,England SE and Central S,London,way,462837333,,gabled,,68.6,building=retail,https://www.openstreetmap.org/way/462837333
Retail: Department store,England SE and Central S,London,way,462837334,Hamlyns,gabled,,65.2,building=retail; shop=dry_cleaning,https://www.openstreetmap.org/way/462837334
Retail: Department store,England SE and Central S,London,way,462837335,Annapurna,gabled,,97.3,building=retail; amenity=restaurant,https://www.openstreetmap.org/way/462837335
Retail: Department store,England SE and Central S,London,way,462837336,Thong,gabled,,85.1,building=retail; amenity=restaurant,https://www.openstreetmap.org/way/462837336
Retail: Department store,England SE and Central S,London,way,462837337,Isabella,gabled,,90.2,building=retail; shop=florist,https://www.openstreetmap.org/way/462837337
Retail: Department store,England SE and Central S,London,way,462837338,Parish Bakery,gabled,,85.2,building=retail; shop=bakery,https://www.openstreetmap.org/way/462837338
Retail: Department store,England SE and Central S,London,way,462837339,Luxtons,gabled,,96.5,building=retail; shop=convenience,https://www.openstreetmap.org/way/462837339
Retail: Department store,England SE and Central S,London,way,462837340,Batter Fry,gabled,,101.1,building=retail; amenity=fast_food,https://www.openstreetmap.org/way/462837340
Retail: Department store,England SE and Central S,London,way,462837341,Mind,gabled,,118.5,building=retail; shop=charity,https://www.openstreetmap.org/way/462837341
Retail: Department store,England SE and Central S,London,way,462837342,Barkside,gabled,,114.0,building=retail; shop=pet_grooming,https://www.openstreetmap.org/way/462837342
Retail: Department store,England SE and Central S,London,way,462948627,,gabled,,98.3,building=retail,https://www.openstreetmap.org/way/462948627
Retail: Department store,England SE and Central S,London,way,462948628,,gabled,,100.6,building=retail,https://www.openstreetmap.org/way/462948628
Retail: Department store,England SE and Central S,London,way,462948629,Hectors,gabled,,79.8,building=retail; shop=hairdresser,https://www.openstreetmap.org/way/462948629
Retail: Department store,England SE and Central S,London,way,464989812,Byrnes Soler,gabled,,57.1,building=retail; office=accountant,https://www.openstreetmap.org/way/464989812
Retail: Department store,England SE and Central S,London,way,464989813,D-lite,gabled,,54.9,building=retail; shop=electrical,https://www.openstreetmap.org/way/464989813
Retail: Department store,England SE and Central S,London,way,464989815,Bengal Village,gabled,,45.2,building=retail; amenity=fast_food,https://www.openstreetmap.org/way/464989815
Retail: Department store,England SE and Central S,London,way,464989816,Cafe Nano,gabled,,45.6,building=retail; amenity=cafe,https://www.openstreetmap.org/way/464989816
Retail: Department store,England SE and Central S,London,way,464989817,White Hart Dry Cleaners,hipped,,49.4,building=retail; shop=dry_cleaning,https://www.openstreetmap.org/way/464989817
Retail: Department store,England SE and Central S,London,way,464989819,Unique,gabled,,51.4,building=retail; shop=hairdresser,https://www.openstreetmap.org/way/464989819
Retail: Department store,England SE and Central S,London,way,464989822,TW Barbers,hipped,,45.9,building=retail; shop=hairdresser,https://www.openstreetmap.org/way/464989822
Retail: Department store,England SE and Central S,London,way,465546190,Tasty African,flat,,25.2,building=retail; amenity=fast_food,https://www.openstreetmap.org/way/465546190
Retail: Department store,England SE and Central S,London,way,465725842,Mighty Chicken & Ribs,flat,,43.8,building=retail; amenity=fast_food,https://www.openstreetmap.org/way/465725842
Retail: Department store,England SE and Central S,London,way,468181418,Piccolo Bar,flat,,27.3,building=retail; amenity=cafe,https://www.openstreetmap.org/way/468181418
Retail: Department store,England SE and Central S,London,way,470185440,,flat,,113.1,building=retail,https://www.openstreetmap.org/way/470185440
Retail: Department store,England SE and Central S,London,way,475491527,The Globe in Morning Lane,flat,,171.7,building=retail; amenity=pub,https://www.openstreetmap.org/way/475491527
Retail: Department store,England SE and Central S,London,way,478028238,Mondo Brewing Company,flat,,398.1,building=retail,https://www.openstreetmap.org/way/478028238
Retail: Department store,England SE and Central S,London,way,479471036,Mes,flat,,65.9,building=retail; shop=alcohol,https://www.openstreetmap.org/way/479471036
Retail: Department store,England SE and Central S,London,way,479471046,Londis,flat,,220.3,building=retail; shop=convenience,https://www.openstreetmap.org/way/479471046
Retail: Department store,England SE and Central S,London,way,479471061,Brasa,flat,,198.9,building=retail; amenity=restaurant,https://www.openstreetmap.org/way/479471061
Retail: Department store,England SE and Central S,London,way,480477249,Made in Italy,hipped,,152.3,building=retail,https://www.openstreetmap.org/way/480477249
Retail: Department store,England SE and Central S,London,way,480477270,TK Maxx,flat,,1233.6,building=retail; shop=department_store,https://www.openstreetmap.org/way/480477270
Retail: Department store,England SE and Central S,London,way,484919611,Sainsbury's,quadruple_saltbox,,3727.1,building=retail; shop=supermarket,https://www.openstreetmap.org/way/484919611
Retail: Department store,England SE and Central S,London,way,485708434,Refreshments,gabled,,15.7,building=retail; amenity=cafe,https://www.openstreetmap.org/way/485708434
Retail: Department store,England SE and Central S,London,way,487190233,Meridian Sports & Social Club,hipped,,619.2,building=retail,https://www.openstreetmap.org/way/487190233
Retail: Department store,England SE and Central S,London,way,491649335,,mansard,,74.6,building=retail,https://www.openstreetmap.org/way/491649335
Retail: Department store,England SE and Central S,London,way,491756660,,flat,,497.2,building=retail,https://www.openstreetmap.org/way/491756660
Retail: Department store,England SE and Central S,London,way,491802246,,flat,,70.3,building=retail,https://www.openstreetmap.org/way/491802246
Retail: Department store,England SE and Central S,London,way,491897128,Morrisons,flat,,6065.4,building=retail; shop=supermarket,https://www.openstreetmap.org/way/491897128
Retail: Department store,England SE and Central S,London,way,497488235,Star Feast Foods Ltd,flat,,303.6,building=retail,https://www.openstreetmap.org/way/497488235
Retail: Department store,England SE and Central S,London,way,507646202,Costcutter,flat,,102.5,building=retail; shop=convenience,https://www.openstreetmap.org/way/507646202
Retail: Department store,England SE and Central S,London,way,513159673,Carpet Corner,hipped,,421.7,building=retail,https://www.openstreetmap.org/way/513159673
Retail: Department store,England SE and Central S,London,way,516163788,AJ's Lounge,flat,,180.8,building=retail; amenity=pub,https://www.openstreetmap.org/way/516163788
Retail: Department store,England SE and Central S,London,way,517066123,,flat,,37.3,building=retail,https://www.openstreetmap.org/way/517066123
Retail: Department store,England SE and Central S,London,way,525700387,,flat,,86.9,building=retail,https://www.openstreetmap.org/way/525700387
Retail: Department store,England SE and Central S,London,way,530088186,The Village Green,hipped,,129.3,building=retail; amenity=pub,https://www.openstreetmap.org/way/530088186
Retail: Department store,England SE and Central S,London,way,532061940,,gabled,,547.3,building=retail,https://www.openstreetmap.org/way/532061940
Retail: Department store,England SE and Central S,London,way,532061945,,gabled,,178.3,building=retail,https://www.openstreetmap.org/way/532061945
Retail: Department store,England SE and Central S,London,way,532074737,,hipped,,520.9,building=retail,https://www.openstreetmap.org/way/532074737
Retail: Department store,England SE and Central S,London,way,536361011,Istanbul in Hackney,flat,,31.9,building=retail,https://www.openstreetmap.org/way/536361011
