Activity Class,District,Representative Station,OSM Type,OSM ID,Building Name,Storeys,Type Tags,OSM URL
Retail: Department store,England SE and Central S,London,way,689473511,,2.0,building=retail,https://www.openstreetmap.org/way/689473511
Retail: Department store,England SE and Central S,London,way,689550175,,2.0,building=retail,https://www.openstreetmap.org/way/689550175
Retail: Department store,England SE and Central S,London,way,689552404,,2.0,building=retail,https://www.openstreetmap.org/way/689552404
Retail: Department store,England SE and Central S,London,way,689552405,,2.0,building=retail,https://www.openstreetmap.org/way/689552405
Retail: Department store,England SE and Central S,London,way,689552406,,2.0,building=retail,https://www.openstreetmap.org/way/689552406
Retail: Department store,England SE and Central S,London,way,689552407,,2.0,building=retail,https://www.openstreetmap.org/way/689552407
Retail: Department store,England SE and Central S,London,way,689552408,,2.0,building=retail,https://www.openstreetmap.org/way/689552408
Retail: Department store,England SE and Central S,London,way,689552409,,2.0,building=retail,https://www.openstreetmap.org/way/689552409
Retail: Department store,England SE and Central S,London,way,689552410,,2.0,building=retail,https://www.openstreetmap.org/way/689552410
Retail: Department store,England SE and Central S,London,way,689552411,,2.0,building=retail,https://www.openstreetmap.org/way/689552411
Retail: Department store,England SE and Central S,London,way,689552412,,2.0,building=retail,https://www.openstreetmap.org/way/689552412
Retail: Department store,England SE and Central S,London,way,690881976,,2.0,building=retail,https://www.openstreetmap.org/way/690881976
Retail: Department store,England SE and Central S,London,way,690960380,,2.0,building=retail,https://www.openstreetmap.org/way/690960380
Retail: Department store,England SE and Central S,London,way,690960381,,2.0,building=retail,https://www.openstreetmap.org/way/690960381
Retail: Department store,England SE and Central S,London,way,690960382,,2.0,building=retail,https://www.openstreetmap.org/way/690960382
Retail: Department store,England SE and Central S,London,way,690960383,,2.0,building=retail,https://www.openstreetmap.org/way/690960383
Retail: Department store,England SE and Central S,London,way,690960384,,2.0,building=retail,https://www.openstreetmap.org/way/690960384
Retail: Department store,England SE and Central S,London,way,693966023,,2.0,building=retail,https://www.openstreetmap.org/way/693966023
Retail: Department store,England SE and Central S,London,way,693966024,,2.0,building=retail,https://www.openstreetmap.org/way/693966024
Retail: Department store,England SE and Central S,London,way,693966025,PC Mac Doctors,2.0,building=retail; shop=computer,https://www.openstreetmap.org/way/693966025
Retail: Department store,England SE and Central S,London,way,694135242,Richmond Leatherworks,2.0,building=retail; shop=bag,https://www.openstreetmap.org/way/694135242
Retail: Department store,England SE and Central S,London,way,694135243,Tangawizi,2.0,building=retail; amenity=restaurant,https://www.openstreetmap.org/way/694135243
Retail: Department store,England SE and Central S,London,way,694135244,Studio One Bodega,2.0,building=retail; shop=hairdresser,https://www.openstreetmap.org/way/694135244
Retail: Department store,England SE and Central S,London,way,694135245,,2.0,building=retail,https://www.openstreetmap.org/way/694135245
Retail: Department store,England SE and Central S,London,way,694135246,Princess Alice Hospice,2.0,building=retail; shop=charity,https://www.openstreetmap.org/way/694135246
Retail: Department store,England SE and Central S,London,way,694135247,Koko,2.0,building=retail; shop=beauty,https://www.openstreetmap.org/way/694135247
Retail: Department store,England SE and Central S,London,way,694135248,Fara Kids,2.0,building=retail; shop=charity,https://www.openstreetmap.org/way/694135248
Retail: Department store,England SE and Central S,London,way,694135249,A Cena,2.0,building=retail; amenity=restaurant,https://www.openstreetmap.org/way/694135249
Retail: Department store,England SE and Central S,London,way,694135250,Fara,2.0,building=retail; shop=charity,https://www.openstreetmap.org/way/694135250
Retail: Department store,England SE and Central S,London,way,694135251,Riverside Hi-Fi,2.0,building=retail; shop=hifi,https://www.openstreetmap.org/way/694135251
Retail: Department store,England SE and Central S,London,way,694136541,Nolte Kitchens,2.0,building=retail,https://www.openstreetmap.org/way/694136541
Retail: Department store,England SE and Central S,London,way,694136542,The Richmond Valet,2.0,building=retail,https://www.openstreetmap.org/way/694136542
Retail: Department store,England SE and Central S,London,way,694136543,,2.0,building=retail,https://www.openstreetmap.org/way/694136543
Retail: Department store,England SE and Central S,London,way,694136544,,2.0,building=retail,https://www.openstreetmap.org/way/694136544
Retail: Department store,England SE and Central S,London,way,694136547,Chicken City,2.0,building=retail; amenity=fast_food,https://www.openstreetmap.org/way/694136547
Retail: Department store,England SE and Central S,London,way,694136548,Mind,2.0,building=retail; shop=charity,https://www.openstreetmap.org/way/694136548
Retail: Department store,England SE and Central S,London,way,694136549,Oriental Wellbeing,2.0,building=retail; healthcare=alternative,https://www.openstreetmap.org/way/694136549
Retail: Department store,England SE and Central S,London,way,694136550,RV Tass & Co,2.0,building=retail; shop=paint,https://www.openstreetmap.org/way/694136550
Retail: Department store,England SE and Central S,London,way,694837246,,2.0,building=retail,https://www.openstreetmap.org/way/694837246
Retail: Department store,England SE and Central S,London,way,694837247,,2.0,building=retail,https://www.openstreetmap.org/way/694837247
Retail: Department store,England SE and Central S,London,way,700962365,,2.0,building=retail,https://www.openstreetmap.org/way/700962365
Retail: Department store,England SE and Central S,London,way,704281119,,2.0,building=retail,https://www.openstreetmap.org/way/704281119
Retail: Department store,England SE and Central S,London,way,705581289,Manoo and Rita,2.0,building=retail; amenity=cafe,https://www.openstreetmap.org/way/705581289
Retail: Department store,England SE and Central S,London,way,705581290,Mencap,2.0,building=retail; office=charity,https://www.openstreetmap.org/way/705581290
Retail: Department store,England SE and Central S,London,way,705581291,Dolphin House,2.0,building=retail; shop=clothes,https://www.openstreetmap.org/way/705581291
Retail: Department store,England SE and Central S,London,way,705581292,Luxury Bespoke Kitchens,2.0,building=retail; shop=kitchen,https://www.openstreetmap.org/way/705581292
Retail: Department store,England SE and Central S,London,way,705581294,Sabayjai,2.0,building=retail; shop=massage,https://www.openstreetmap.org/way/705581294
Retail: Department store,England SE and Central S,London,way,705581295,Cambridge Convenience Store,2.0,building=retail; shop=convenience,https://www.openstreetmap.org/way/705581295
Retail: Department store,England SE and Central S,London,way,705581296,The Top Shop,2.0,building=retail,https://www.openstreetmap.org/way/705581296
Retail: Department store,England SE and Central S,London,way,705581297,Vape Munch,2.0,building=retail; shop=e-cigarette,https://www.openstreetmap.org/way/705581297
Retail: Department store,England SE and Central S,London,way,705581299,VS Food and Wine,2.0,building=retail; shop=convenience,https://www.openstreetmap.org/way/705581299
Retail: Department store,England SE and Central S,London,way,705581300,Ace,2.0,building=retail; shop=beauty,https://www.openstreetmap.org/way/705581300
Retail: Department store,England SE and Central S,London,way,705581301,Thai Upon Thames,2.0,building=retail; amenity=restaurant,https://www.openstreetmap.org/way/705581301
Retail: Department store,England SE and Central S,London,way,705581302,The Magic Scissors,2.0,building=retail; shop=hairdresser,https://www.openstreetmap.org/way/705581302
Retail: Department store,England SE and Central S,London,way,705581303,The Press Gang,2.0,building=retail; shop=dry_cleaning,https://www.openstreetmap.org/way/705581303
Retail: Department store,England SE and Central S,London,way,705581304,The Eye Galleria,2.0,building=retail; shop=optician,https://www.openstreetmap.org/way/705581304
Retail: Department store,England SE and Central S,London,way,705581305,Roundhouse Design,2.0,building=retail; shop=kitchen,https://www.openstreetmap.org/way/705581305
Retail: Department store,England SE and Central S,London,way,705581306,Andrew Holmes Funeralcare,2.0,building=retail,https://www.openstreetmap.org/way/705581306
Retail: Department store,England SE and Central S,London,way,705581308,Noble Dove Dry Cleaners and Laundry,2.0,building=retail; shop=dry_cleaning,https://www.openstreetmap.org/way/705581308
Retail: Department store,England SE and Central S,London,way,705581309,Lucky Nails and Beauty,2.0,building=retail; shop=beauty,https://www.openstreetmap.org/way/705581309
Retail: Department store,England SE and Central S,London,way,705581310,Unique Coffee Bar,2.0,building=retail; amenity=bar,https://www.openstreetmap.org/way/705581310
Retail: Department store,England SE and Central S,London,way,705581311,Just Good Frames,2.0,building=retail; shop=frame,https://www.openstreetmap.org/way/705581311
Retail: Department store,England SE and Central S,London,way,705581312,Charles Harry,2.0,building=retail; amenity=pharmacy; healthcare=pharmacy,https://www.openstreetmap.org/way/705581312
Retail: Department store,England SE and Central S,London,way,706636319,The Rising Sun,2.0,building=retail; amenity=pub,https://www.openstreetmap.org/way/706636319
Retail: Department store,England SE and Central S,London,way,706692060,The Crown,2.0,building=retail; amenity=pub,https://www.openstreetmap.org/way/706692060
Retail: Department store,England SE and Central S,London,way,706692062,Crown News & Booze,2.0,building=retail; shop=convenience,https://www.openstreetmap.org/way/706692062
Retail: Department store,England SE and Central S,London,way,706692063,The Bead and Jewellery Shop,2.0,building=retail; shop=gift,https://www.openstreetmap.org/way/706692063
Retail: Department store,England SE and Central S,London,way,706692064,,2.0,building=retail,https://www.openstreetmap.org/way/706692064
Retail: Department store,England SE and Central S,London,way,706692065,The Vet in St. Margarets,2.0,building=retail; amenity=veterinary,https://www.openstreetmap.org/way/706692065
Retail: Department store,England SE and Central S,London,way,706692066,Copper & Blush,2.0,building=retail; shop=hairdresser,https://www.openstreetmap.org/way/706692066
